0={start:0, end=1, key=4, type=PLAYER(0)}
14269={start:0, end=8, key=2840, type=PLAYER(0)}
14270={start:9, end=17, key=2840, type=PLAYER(0)}
14271={start:18, end=26, key=2840, type=PLAYER(0)}
14272={start:27, end=31, key=2840, type=PLAYER(0)}
14273={start:13, end=21, key=2810, type=PLAYER(0)}
14274={start:22, end=26, key=2810, type=PLAYER(0)}
14275={start:27, end=31, key=2810, type=PLAYER(0)}
14276={start:0, end=7, key=2833, type=PLAYER(0)}
14277={start:8, end=15, key=2833, type=PLAYER(0)}
14278={start:16, end=23, key=2833, type=PLAYER(0)}
14279={start:24, end=31, key=2833, type=PLAYER(0)}
14280={start:0, end=7, key=2831, type=PLAYER(0)}
14281={start:8, end=15, key=2831, type=PLAYER(0)}
14282={start:16, end=23, key=2831, type=PLAYER(0)}
14283={start:24, end=31, key=2831, type=PLAYER(0)}
14284={start:31, end=31, key=2836, type=PLAYER(0)}
14285={start:0, end=5, key=2836, type=PLAYER(0)}
14286={start:6, end=15, key=2836, type=PLAYER(0)}
14287={start:0, end=4, key=2834, type=PLAYER(0)}
14288={start:5, end=5, key=2834, type=PLAYER(0)}
14289={start:0, end=20, key=2835, type=PLAYER(0)}
14290={start:21, end=24, key=2835, type=PLAYER(0)}
14291={start:25, end=25, key=2835, type=PLAYER(0)}
14292={start:1, end=31, key=2841, type=PLAYER(0)}
14293={start:0, end=2, key=53, type=NPC(1)}
14294={start:3, end=3, key=53, type=NPC(1)}
14295={start:0, end=0, key=2843, type=PLAYER(0)}
14296={start:1, end=1, key=2843, type=PLAYER(0)}
14297={start:2, end=9, key=2843, type=PLAYER(0)}
14298={start:10, end=17, key=2843, type=PLAYER(0)}
14299={start:18, end=23, key=2843, type=PLAYER(0)}
14300={start:24, end=24, key=2843, type=PLAYER(0)}
14301={start:25, end=25, key=2843, type=PLAYER(0)}
14302={start:26, end=27, key=2843, type=PLAYER(0)}
14303={start:28, end=28, key=2843, type=PLAYER(0)}
14304={start:29, end=31, key=2843, type=PLAYER(0)}
14305={start:3, end=3, key=2844, type=PLAYER(0)}
14306={start:4, end=4, key=2844, type=PLAYER(0)}
14307={start:5, end=5, key=2844, type=PLAYER(0)}
14308={start:6, end=6, key=2844, type=PLAYER(0)}
14309={start:7, end=7, key=2844, type=PLAYER(0)}
14310={start:8, end=8, key=2844, type=PLAYER(0)}
14311={start:9, end=9, key=2844, type=PLAYER(0)}
14312={start:10, end=10, key=2844, type=PLAYER(0)}
14313={start:13, end=13, key=2844, type=PLAYER(0)}
14314={start:14, end=14, key=2844, type=PLAYER(0)}
14315={start:15, end=15, key=2844, type=PLAYER(0)}
14316={start:16, end=16, key=2844, type=PLAYER(0)}
14317={start:17, end=17, key=2844, type=PLAYER(0)}
14318={start:18, end=18, key=2844, type=PLAYER(0)}
14319={start:19, end=19, key=2844, type=PLAYER(0)}
14320={start:20, end=20, key=2844, type=PLAYER(0)}
14321={start:0, end=7, key=2847, type=PLAYER(0)}
14322={start:8, end=11, key=2847, type=PLAYER(0)}
14323={start:12, end=16, key=2847, type=PLAYER(0)}
14324={start:17, end=17, key=2847, type=PLAYER(0)}
14325={start:18, end=22, key=2847, type=PLAYER(0)}
14326={start:23, end=23, key=2847, type=PLAYER(0)}
14327={start:24, end=26, key=2847, type=PLAYER(0)}
14328={start:0, end=1, key=2848, type=PLAYER(0)}
14329={start:2, end=3, key=2848, type=PLAYER(0)}
14330={start:4, end=5, key=2848, type=PLAYER(0)}
14331={start:6, end=7, key=2848, type=PLAYER(0)}
14332={start:8, end=9, key=2848, type=PLAYER(0)}
14333={start:10, end=11, key=2848, type=PLAYER(0)}
14334={start:12, end=13, key=2848, type=PLAYER(0)}
14335={start:14, end=15, key=2848, type=PLAYER(0)}
14336={start:16, end=17, key=2848, type=PLAYER(0)}
14337={start:18, end=21, key=2848, type=PLAYER(0)}
14338={start:22, end=25, key=2848, type=PLAYER(0)}
14339={start:26, end=26, key=2848, type=PLAYER(0)}
14340={start:27, end=27, key=2848, type=PLAYER(0)}
14341={start:28, end=28, key=2848, type=PLAYER(0)}
14342={start:0, end=0, key=2849, type=PLAYER(0)}
14343={start:1, end=1, key=2849, type=PLAYER(0)}
14344={start:2, end=2, key=2849, type=PLAYER(0)}
14345={start:3, end=3, key=2849, type=PLAYER(0)}
14346={start:4, end=4, key=2849, type=PLAYER(0)}
14347={start:5, end=5, key=2849, type=PLAYER(0)}
14348={start:6, end=6, key=2849, type=PLAYER(0)}
14349={start:7, end=8, key=2849, type=PLAYER(0)}
14350={start:9, end=16, key=2849, type=PLAYER(0)}
14351={start:17, end=17, key=2849, type=PLAYER(0)}
14352={start:0, end=5, key=2851, type=PLAYER(0)}
14353={start:6, end=8, key=2851, type=PLAYER(0)}
14354={start:9, end=9, key=2851, type=PLAYER(0)}
14355={start:10, end=10, key=2851, type=PLAYER(0)}
14356={start:11, end=11, key=2851, type=PLAYER(0)}
14357={start:0, end=0, key=2852, type=PLAYER(0)}
14358={start:1, end=1, key=2852, type=PLAYER(0)}
14359={start:2, end=2, key=2852, type=PLAYER(0)}
14360={start:3, end=3, key=2852, type=PLAYER(0)}
14361={start:4, end=4, key=2852, type=PLAYER(0)}
14362={start:5, end=7, key=2852, type=PLAYER(0)}
14363={start:8, end=10, key=2852, type=PLAYER(0)}
14364={start:11, end=13, key=2852, type=PLAYER(0)}
14365={start:14, end=16, key=2852, type=PLAYER(0)}
14366={start:17, end=19, key=2852, type=PLAYER(0)}
14367={start:20, end=22, key=2852, type=PLAYER(0)}
14368={start:23, end=25, key=2852, type=PLAYER(0)}
14369={start:26, end=26, key=2852, type=PLAYER(0)}
14370={start:27, end=28, key=2852, type=PLAYER(0)}
14371={start:29, end=29, key=2852, type=PLAYER(0)}
14372={start:0, end=3, key=2853, type=PLAYER(0)}
14373={start:4, end=6, key=2853, type=PLAYER(0)}
14374={start:7, end=9, key=2853, type=PLAYER(0)}
14375={start:10, end=12, key=2853, type=PLAYER(0)}
14376={start:13, end=15, key=2853, type=PLAYER(0)}
14377={start:16, end=22, key=2853, type=PLAYER(0)}
14378={start:23, end=27, key=2853, type=PLAYER(0)}
14379={start:28, end=28, key=2853, type=PLAYER(0)}
14380={start:0, end=10, key=2855, type=PLAYER(0)}
14381={start:0, end=1, key=2856, type=PLAYER(0)}
14382={start:2, end=3, key=2856, type=PLAYER(0)}
14383={start:4, end=5, key=2856, type=PLAYER(0)}
14384={start:6, end=7, key=2856, type=PLAYER(0)}
14385={start:8, end=9, key=2856, type=PLAYER(0)}
14386={start:10, end=11, key=2856, type=PLAYER(0)}
14387={start:12, end=13, key=2856, type=PLAYER(0)}
14388={start:14, end=15, key=2856, type=PLAYER(0)}
14389={start:16, end=17, key=2856, type=PLAYER(0)}
14390={start:18, end=19, key=2856, type=PLAYER(0)}
14391={start:20, end=21, key=2856, type=PLAYER(0)}
14392={start:22, end=23, key=2856, type=PLAYER(0)}
14393={start:24, end=25, key=2856, type=PLAYER(0)}
14394={start:26, end=27, key=2856, type=PLAYER(0)}
14395={start:28, end=29, key=2856, type=PLAYER(0)}
14396={start:0, end=1, key=2857, type=PLAYER(0)}
14397={start:2, end=5, key=2857, type=PLAYER(0)}
14398={start:6, end=8, key=2857, type=PLAYER(0)}
14399={start:6, end=12, key=2857, type=PLAYER(0)}
14400={start:13, end=19, key=2857, type=PLAYER(0)}
14401={start:20, end=20, key=2857, type=PLAYER(0)}
14402={start:21, end=21, key=2857, type=PLAYER(0)}
14403={start:22, end=22, key=2857, type=PLAYER(0)}
14404={start:23, end=23, key=2857, type=PLAYER(0)}
14405={start:24, end=24, key=2857, type=PLAYER(0)}
14406={start:25, end=25, key=2857, type=PLAYER(0)}
14407={start:26, end=26, key=2857, type=PLAYER(0)}
14408={start:27, end=27, key=2857, type=PLAYER(0)}
14409={start:28, end=28, key=2857, type=PLAYER(0)}
14410={start:29, end=29, key=2857, type=PLAYER(0)}
14411={start:30, end=30, key=2857, type=PLAYER(0)}
14412={start:31, end=31, key=2857, type=PLAYER(0)}
14413={start:0, end=3, key=2858, type=PLAYER(0)}
14414={start:4, end=7, key=2858, type=PLAYER(0)}
14415={start:8, end=10, key=2858, type=PLAYER(0)}
14416={start:11, end=12, key=2858, type=PLAYER(0)}
14417={start:0, end=1, key=2859, type=PLAYER(0)}
14418={start:2, end=5, key=2859, type=PLAYER(0)}
14419={start:6, end=9, key=2859, type=PLAYER(0)}
14420={start:10, end=13, key=2859, type=PLAYER(0)}
14421={start:14, end=17, key=2859, type=PLAYER(0)}
14422={start:18, end=21, key=2859, type=PLAYER(0)}
14423={start:22, end=23, key=2859, type=PLAYER(0)}
14424={start:24, end=25, key=2859, type=PLAYER(0)}
14425={start:26, end=26, key=2859, type=PLAYER(0)}
14426={start:27, end=27, key=2859, type=PLAYER(0)}
14427={start:28, end=28, key=2859, type=PLAYER(0)}
14428={start:29, end=29, key=2859, type=PLAYER(0)}
14429={start:30, end=30, key=2859, type=PLAYER(0)}
14430={start:31, end=31, key=2859, type=PLAYER(0)}
14431={start:0, end=3, key=2860, type=PLAYER(0)}
14432={start:4, end=4, key=2860, type=PLAYER(0)}
14433={start:5, end=5, key=2860, type=PLAYER(0)}
14434={start:6, end=6, key=2860, type=PLAYER(0)}
14435={start:7, end=7, key=2860, type=PLAYER(0)}
14436={start:8, end=8, key=2860, type=PLAYER(0)}
14437={start:9, end=9, key=2860, type=PLAYER(0)}
14438={start:10, end=10, key=2860, type=PLAYER(0)}
14439={start:11, end=12, key=2860, type=PLAYER(0)}
14440={start:13, end=14, key=2860, type=PLAYER(0)}
14441={start:15, end=15, key=2860, type=PLAYER(0)}
14442={start:16, end=16, key=2860, type=PLAYER(0)}
14443={start:17, end=17, key=2860, type=PLAYER(0)}
14444={start:0, end=3, key=2861, type=PLAYER(0)}
14445={start:4, end=7, key=2861, type=PLAYER(0)}
14446={start:8, end=10, key=2861, type=PLAYER(0)}
14447={start:11, end=13, key=2861, type=PLAYER(0)}
14448={start:14, end=15, key=2861, type=PLAYER(0)}
14449={start:16, end=21, key=2861, type=PLAYER(0)}
14450={start:16, end=17, key=2861, type=PLAYER(0)}
14451={start:18, end=19, key=2861, type=PLAYER(0)}
14452={start:20, end=21, key=2861, type=PLAYER(0)}
14453={start:22, end=26, key=2861, type=PLAYER(0)}
14454={start:22, end=22, key=2861, type=PLAYER(0)}
14455={start:23, end=23, key=2861, type=PLAYER(0)}
14456={start:24, end=24, key=2861, type=PLAYER(0)}
14457={start:25, end=25, key=2861, type=PLAYER(0)}
14458={start:26, end=26, key=2861, type=PLAYER(0)}
14459={start:27, end=29, key=2861, type=PLAYER(0)}
14460={start:30, end=30, key=2861, type=PLAYER(0)}
14461={start:0, end=7, key=717, type=UNKNOWN_1(8)}
14462={start:8, end=15, key=717, type=UNKNOWN_1(8)}
14463={start:16, end=23, key=717, type=UNKNOWN_1(8)}
14464={start:24, end=25, key=717, type=UNKNOWN_1(8)}
14465={start:26, end=31, key=717, type=UNKNOWN_1(8)}
14466={start:0, end=4, key=2862, type=PLAYER(0)}
14467={start:5, end=9, key=2862, type=PLAYER(0)}
14468={start:10, end=14, key=2862, type=PLAYER(0)}
14469={start:15, end=20, key=2862, type=PLAYER(0)}
14470={start:21, end=24, key=2862, type=PLAYER(0)}
14471={start:25, end=25, key=2862, type=PLAYER(0)}
14472={start:26, end=26, key=2862, type=PLAYER(0)}
14473={start:25, end=26, key=2862, type=PLAYER(0)}
14474={start:27, end=27, key=2862, type=PLAYER(0)}
14475={start:28, end=30, key=2862, type=PLAYER(0)}
14476={start:31, end=31, key=2862, type=PLAYER(0)}
14477={start:0, end=0, key=2863, type=PLAYER(0)}
14478={start:1, end=1, key=2863, type=PLAYER(0)}
14479={start:2, end=2, key=2863, type=PLAYER(0)}
14480={start:3, end=3, key=2863, type=PLAYER(0)}
14481={start:4, end=4, key=2863, type=PLAYER(0)}
14482={start:5, end=5, key=2863, type=PLAYER(0)}
14483={start:6, end=6, key=2863, type=PLAYER(0)}
14484={start:7, end=7, key=2863, type=PLAYER(0)}
14485={start:8, end=11, key=2863, type=PLAYER(0)}
14486={start:12, end=12, key=2863, type=PLAYER(0)}
14487={start:13, end=15, key=2863, type=PLAYER(0)}
14488={start:16, end=16, key=2863, type=PLAYER(0)}
14489={start:17, end=18, key=2863, type=PLAYER(0)}
14490={start:19, end=19, key=2863, type=PLAYER(0)}
14491={start:20, end=21, key=2863, type=PLAYER(0)}
14492={start:28, end=28, key=2863, type=PLAYER(0)}
14493={start:0, end=3, key=2868, type=PLAYER(0)}
14494={start:4, end=6, key=2868, type=PLAYER(0)}
14495={start:7, end=10, key=2868, type=PLAYER(0)}
14496={start:0, end=1, key=2870, type=PLAYER(0)}
14497={start:2, end=3, key=2870, type=PLAYER(0)}
14498={start:4, end=5, key=2870, type=PLAYER(0)}
14499={start:6, end=7, key=2870, type=PLAYER(0)}
14500={start:8, end=9, key=2870, type=PLAYER(0)}
14501={start:10, end=11, key=2870, type=PLAYER(0)}
14502={start:12, end=13, key=2870, type=PLAYER(0)}
14503={start:14, end=15, key=2870, type=PLAYER(0)}
14504={start:16, end=17, key=2870, type=PLAYER(0)}
14505={start:18, end=19, key=2870, type=PLAYER(0)}
14506={start:20, end=21, key=2870, type=PLAYER(0)}
14507={start:22, end=23, key=2870, type=PLAYER(0)}
14508={start:24, end=25, key=2870, type=PLAYER(0)}
14509={start:26, end=27, key=2870, type=PLAYER(0)}
14510={start:22, end=22, key=2863, type=PLAYER(0)}
14511={start:23, end=23, key=2863, type=PLAYER(0)}
14512={start:0, end=0, key=2871, type=PLAYER(0)}
14513={start:1, end=1, key=2871, type=PLAYER(0)}
14514={start:2, end=2, key=2871, type=PLAYER(0)}
14515={start:3, end=3, key=2871, type=PLAYER(0)}
14516={start:4, end=4, key=2871, type=PLAYER(0)}
14517={start:5, end=5, key=2871, type=PLAYER(0)}
14518={start:6, end=7, key=2871, type=PLAYER(0)}
14519={start:0, end=1, key=2872, type=PLAYER(0)}
14520={start:2, end=3, key=2872, type=PLAYER(0)}
14521={start:4, end=5, key=2872, type=PLAYER(0)}
14522={start:6, end=7, key=2872, type=PLAYER(0)}
14523={start:8, end=9, key=2872, type=PLAYER(0)}
14524={start:10, end=19, key=2872, type=PLAYER(0)}
14525={start:20, end=21, key=2872, type=PLAYER(0)}
14526={start:22, end=23, key=2872, type=PLAYER(0)}
14527={start:24, end=24, key=2872, type=PLAYER(0)}
14528={start:25, end=25, key=2872, type=PLAYER(0)}
14529={start:26, end=26, key=2872, type=PLAYER(0)}
14530={start:27, end=28, key=2872, type=PLAYER(0)}
14531={start:29, end=29, key=2872, type=PLAYER(0)}
14532={start:0, end=1, key=2873, type=PLAYER(0)}
14533={start:2, end=3, key=2873, type=PLAYER(0)}
14534={start:0, end=9, key=737, type=UNKNOWN_1(8)}
14535={start:10, end=19, key=737, type=UNKNOWN_1(8)}
14536={start:20, end=29, key=737, type=UNKNOWN_1(8)}
14537={start:0, end=9, key=738, type=UNKNOWN_1(8)}
14538={start:0, end=2, key=2874, type=PLAYER(0)}
14539={start:3, end=6, key=2874, type=PLAYER(0)}
14540={start:7, end=10, key=2874, type=PLAYER(0)}
14541={start:2, end=31, key=2875, type=PLAYER(0)}
14542={start:0, end=1, key=2875, type=PLAYER(0)}
14543={start:19, end=23, key=2774, type=PLAYER(0)}
14544={start:19, end=22, key=2774, type=PLAYER(0)}
14545={start:23, end=23, key=2774, type=PLAYER(0)}
14546={start:24, end=31, key=2774, type=PLAYER(0)}
14547={start:5, end=18, key=2775, type=PLAYER(0)}
14548={start:19, end=19, key=2775, type=PLAYER(0)}
14549={start:0, end=10, key=2879, type=PLAYER(0)}
14550={start:11, end=11, key=2879, type=PLAYER(0)}
14551={start:12, end=16, key=2879, type=PLAYER(0)}
14552={start:17, end=17, key=2879, type=PLAYER(0)}
14553={start:0, end=1, key=2880, type=PLAYER(0)}
14554={start:2, end=3, key=2880, type=PLAYER(0)}
14555={start:4, end=5, key=2880, type=PLAYER(0)}
14556={start:6, end=7, key=2880, type=PLAYER(0)}
14557={start:8, end=9, key=2880, type=PLAYER(0)}
14558={start:10, end=11, key=2880, type=PLAYER(0)}
14559={start:12, end=13, key=2880, type=PLAYER(0)}
14560={start:14, end=15, key=2880, type=PLAYER(0)}
14561={start:16, end=17, key=2880, type=PLAYER(0)}
14562={start:18, end=19, key=2880, type=PLAYER(0)}
14563={start:20, end=21, key=2880, type=PLAYER(0)}
14564={start:22, end=23, key=2880, type=PLAYER(0)}
14565={start:24, end=25, key=2880, type=PLAYER(0)}
14566={start:26, end=27, key=2880, type=PLAYER(0)}
14567={start:28, end=29, key=2880, type=PLAYER(0)}
14568={start:30, end=31, key=2880, type=PLAYER(0)}
14569={start:0, end=1, key=2881, type=PLAYER(0)}
14570={start:2, end=3, key=2881, type=PLAYER(0)}
14571={start:4, end=5, key=2881, type=PLAYER(0)}
14572={start:6, end=7, key=2881, type=PLAYER(0)}
14573={start:8, end=9, key=2881, type=PLAYER(0)}
14574={start:10, end=11, key=2881, type=PLAYER(0)}
14575={start:12, end=13, key=2881, type=PLAYER(0)}
14576={start:14, end=15, key=2881, type=PLAYER(0)}
14577={start:16, end=17, key=2881, type=PLAYER(0)}
14578={start:18, end=19, key=2881, type=PLAYER(0)}
14579={start:20, end=21, key=2881, type=PLAYER(0)}
14580={start:22, end=23, key=2881, type=PLAYER(0)}
14581={start:24, end=25, key=2881, type=PLAYER(0)}
14582={start:26, end=27, key=2881, type=PLAYER(0)}
14583={start:28, end=29, key=2881, type=PLAYER(0)}
14584={start:30, end=31, key=2881, type=PLAYER(0)}
14585={start:0, end=1, key=2882, type=PLAYER(0)}
14586={start:2, end=3, key=2882, type=PLAYER(0)}
14587={start:4, end=5, key=2882, type=PLAYER(0)}
14588={start:6, end=7, key=2882, type=PLAYER(0)}
14589={start:8, end=9, key=2882, type=PLAYER(0)}
14590={start:10, end=11, key=2882, type=PLAYER(0)}
14591={start:12, end=13, key=2882, type=PLAYER(0)}
14592={start:14, end=15, key=2882, type=PLAYER(0)}
14593={start:16, end=17, key=2882, type=PLAYER(0)}
14594={start:18, end=19, key=2882, type=PLAYER(0)}
14595={start:20, end=21, key=2882, type=PLAYER(0)}
14596={start:22, end=23, key=2882, type=PLAYER(0)}
14597={start:24, end=25, key=2882, type=PLAYER(0)}
14598={start:26, end=27, key=2882, type=PLAYER(0)}
14599={start:28, end=29, key=2882, type=PLAYER(0)}
14600={start:30, end=31, key=2882, type=PLAYER(0)}
14601={start:0, end=1, key=2883, type=PLAYER(0)}
14602={start:2, end=3, key=2883, type=PLAYER(0)}
14603={start:4, end=5, key=2883, type=PLAYER(0)}
14604={start:6, end=7, key=2883, type=PLAYER(0)}
14605={start:8, end=9, key=2883, type=PLAYER(0)}
14606={start:10, end=11, key=2883, type=PLAYER(0)}
14607={start:12, end=13, key=2883, type=PLAYER(0)}
14608={start:14, end=15, key=2883, type=PLAYER(0)}
14609={start:16, end=17, key=2883, type=PLAYER(0)}
14610={start:18, end=19, key=2883, type=PLAYER(0)}
14611={start:20, end=21, key=2883, type=PLAYER(0)}
14612={start:22, end=23, key=2883, type=PLAYER(0)}
14613={start:24, end=25, key=2883, type=PLAYER(0)}
14614={start:26, end=27, key=2883, type=PLAYER(0)}
14615={start:28, end=29, key=2883, type=PLAYER(0)}
14616={start:30, end=31, key=2883, type=PLAYER(0)}
14617={start:0, end=8, key=739, type=UNKNOWN_1(8)}
14618={start:9, end=9, key=739, type=UNKNOWN_1(8)}
14619={start:10, end=10, key=739, type=UNKNOWN_1(8)}
14620={start:11, end=11, key=739, type=UNKNOWN_1(8)}
14621={start:12, end=12, key=739, type=UNKNOWN_1(8)}
14622={start:13, end=13, key=739, type=UNKNOWN_1(8)}
14623={start:0, end=1, key=2884, type=PLAYER(0)}
14624={start:2, end=3, key=2884, type=PLAYER(0)}
14625={start:4, end=5, key=2884, type=PLAYER(0)}
14626={start:6, end=7, key=2884, type=PLAYER(0)}
14627={start:8, end=9, key=2884, type=PLAYER(0)}
14628={start:10, end=11, key=2884, type=PLAYER(0)}
14629={start:12, end=12, key=2884, type=PLAYER(0)}
14630={start:13, end=13, key=2884, type=PLAYER(0)}
14631={start:14, end=22, key=2884, type=PLAYER(0)}
14632={start:23, end=23, key=2884, type=PLAYER(0)}
14633={start:24, end=24, key=2884, type=PLAYER(0)}
14634={start:25, end=25, key=2884, type=PLAYER(0)}
14635={start:26, end=26, key=2884, type=PLAYER(0)}
14636={start:27, end=27, key=2884, type=PLAYER(0)}
14637={start:28, end=28, key=2884, type=PLAYER(0)}
14638={start:29, end=29, key=2884, type=PLAYER(0)}
14639={start:30, end=30, key=2884, type=PLAYER(0)}
14640={start:31, end=31, key=2884, type=PLAYER(0)}
14641={start:0, end=5, key=2885, type=PLAYER(0)}
14642={start:6, end=6, key=2885, type=PLAYER(0)}
14643={start:7, end=7, key=2885, type=PLAYER(0)}
14644={start:8, end=8, key=2885, type=PLAYER(0)}
14645={start:9, end=10, key=2885, type=PLAYER(0)}
14646={start:11, end=11, key=2885, type=PLAYER(0)}
14647={start:12, end=12, key=2885, type=PLAYER(0)}
14648={start:13, end=13, key=2885, type=PLAYER(0)}
14649={start:0, end=4, key=2886, type=PLAYER(0)}
14650={start:31, end=31, key=2886, type=PLAYER(0)}
14651={start:5, end=6, key=2886, type=PLAYER(0)}
14652={start:7, end=7, key=2886, type=PLAYER(0)}
14653={start:8, end=9, key=2886, type=PLAYER(0)}
14654={start:10, end=11, key=2886, type=PLAYER(0)}
14655={start:12, end=13, key=2886, type=PLAYER(0)}
14656={start:14, end=15, key=2886, type=PLAYER(0)}
14657={start:16, end=17, key=2886, type=PLAYER(0)}
14658={start:18, end=19, key=2886, type=PLAYER(0)}
14659={start:20, end=21, key=2886, type=PLAYER(0)}
14660={start:24, end=25, key=2886, type=PLAYER(0)}
14661={start:26, end=26, key=2886, type=PLAYER(0)}
14662={start:27, end=27, key=2886, type=PLAYER(0)}
14663={start:29, end=30, key=2886, type=PLAYER(0)}
14664={start:22, end=23, key=2886, type=PLAYER(0)}
14665={start:0, end=9, key=0, type=OBJECT(5)}
14666={start:11, end=11, key=2874, type=PLAYER(0)}
14667={start:12, end=12, key=2874, type=PLAYER(0)}
14668={start:13, end=13, key=2874, type=PLAYER(0)}
14669={start:14, end=14, key=2874, type=PLAYER(0)}
14670={start:15, end=15, key=2874, type=PLAYER(0)}
14671={start:16, end=16, key=2874, type=PLAYER(0)}
14672={start:17, end=17, key=2874, type=PLAYER(0)}
14673={start:18, end=18, key=2874, type=PLAYER(0)}
14674={start:19, end=19, key=2874, type=PLAYER(0)}
14675={start:20, end=20, key=2874, type=PLAYER(0)}
14676={start:21, end=21, key=2874, type=PLAYER(0)}
14677={start:1, end=4, key=53, type=NPC(1)}
14678={start:0, end=6, key=2894, type=PLAYER(0)}
14679={start:7, end=8, key=2894, type=PLAYER(0)}
14680={start:9, end=11, key=2894, type=PLAYER(0)}
14681={start:12, end=13, key=2894, type=PLAYER(0)}
14682={start:14, end=15, key=2894, type=PLAYER(0)}
14683={start:16, end=17, key=2894, type=PLAYER(0)}
14684={start:18, end=19, key=2894, type=PLAYER(0)}
14685={start:20, end=20, key=2894, type=PLAYER(0)}
14686={start:21, end=21, key=2894, type=PLAYER(0)}
14687={start:22, end=22, key=2894, type=PLAYER(0)}
14688={start:23, end=23, key=2894, type=PLAYER(0)}
14689={start:24, end=24, key=2894, type=PLAYER(0)}
14690={start:25, end=26, key=2894, type=PLAYER(0)}
14691={start:27, end=27, key=2894, type=PLAYER(0)}
14692={start:30, end=31, key=2894, type=PLAYER(0)}
14693={start:0, end=1, key=2895, type=PLAYER(0)}
14694={start:2, end=3, key=2895, type=PLAYER(0)}
14695={start:4, end=5, key=2895, type=PLAYER(0)}
14696={start:6, end=7, key=2895, type=PLAYER(0)}
14697={start:8, end=9, key=2895, type=PLAYER(0)}
14698={start:10, end=13, key=2895, type=PLAYER(0)}
14699={start:14, end=15, key=2895, type=PLAYER(0)}
14700={start:16, end=17, key=2895, type=PLAYER(0)}
14701={start:0, end=0, key=2896, type=PLAYER(0)}
14702={start:1, end=1, key=2896, type=PLAYER(0)}
14703={start:2, end=2, key=2896, type=PLAYER(0)}
14704={start:3, end=3, key=2896, type=PLAYER(0)}
14705={start:4, end=4, key=2896, type=PLAYER(0)}
14706={start:5, end=5, key=2896, type=PLAYER(0)}
14707={start:6, end=6, key=2896, type=PLAYER(0)}
14708={start:7, end=7, key=2896, type=PLAYER(0)}
14709={start:8, end=8, key=2896, type=PLAYER(0)}
14710={start:9, end=14, key=2896, type=PLAYER(0)}
14711={start:15, end=21, key=2896, type=PLAYER(0)}
14712={start:22, end=26, key=2896, type=PLAYER(0)}
14713={start:27, end=30, key=2896, type=PLAYER(0)}
14714={start:18, end=18, key=2860, type=PLAYER(0)}
14715={start:19, end=19, key=2860, type=PLAYER(0)}
14716={start:20, end=20, key=2860, type=PLAYER(0)}
14717={start:21, end=21, key=2860, type=PLAYER(0)}
14718={start:22, end=24, key=2860, type=PLAYER(0)}
14719={start:25, end=25, key=2860, type=PLAYER(0)}
14720={start:0, end=0, key=53, type=NPC(1)}
14721={start:1, end=2, key=53, type=NPC(1)}
14722={start:3, end=7, key=53, type=NPC(1)}
14723={start:8, end=8, key=53, type=NPC(1)}
14724={start:0, end=0, key=2897, type=PLAYER(0)}
14725={start:1, end=1, key=2897, type=PLAYER(0)}
14726={start:2, end=6, key=2897, type=PLAYER(0)}
14727={start:1, end=1, key=2899, type=PLAYER(0)}
14728={start:8, end=11, key=2897, type=PLAYER(0)}
14729={start:14, end=14, key=2897, type=PLAYER(0)}
14730={start:15, end=15, key=2897, type=PLAYER(0)}
14731={start:16, end=16, key=2897, type=PLAYER(0)}
14732={start:17, end=17, key=2897, type=PLAYER(0)}
14733={start:20, end=23, key=2897, type=PLAYER(0)}
14734={start:24, end=24, key=2897, type=PLAYER(0)}
14735={start:25, end=25, key=2897, type=PLAYER(0)}
14736={start:26, end=26, key=2897, type=PLAYER(0)}
14737={start:27, end=27, key=2897, type=PLAYER(0)}
14738={start:28, end=29, key=2897, type=PLAYER(0)}
14739={start:0, end=0, key=2899, type=PLAYER(0)}
14740={start:2, end=2, key=2899, type=PLAYER(0)}
14741={start:3, end=3, key=2899, type=PLAYER(0)}
14742={start:4, end=4, key=2899, type=PLAYER(0)}
14743={start:5, end=5, key=2899, type=PLAYER(0)}
14744={start:0, end=3, key=2900, type=PLAYER(0)}
14745={start:0, end=0, key=2902, type=PLAYER(0)}
14746={start:1, end=1, key=2902, type=PLAYER(0)}
14747={start:2, end=2, key=2902, type=PLAYER(0)}
14748={start:3, end=3, key=2902, type=PLAYER(0)}
14749={start:14, end=31, key=2909, type=PLAYER(0)}
14750={start:0, end=13, key=2909, type=PLAYER(0)}
14751={start:0, end=3, key=2910, type=PLAYER(0)}
14752={start:4, end=16, key=2910, type=PLAYER(0)}
14753={start:0, end=14, key=2911, type=PLAYER(0)}
14754={start:0, end=12, key=2913, type=PLAYER(0)}
14755={start:0, end=15, key=2912, type=PLAYER(0)}
14756={start:16, end=31, key=2912, type=PLAYER(0)}
14757={start:0, end=15, key=2914, type=PLAYER(0)}
14758={start:0, end=15, key=2915, type=PLAYER(0)}
14759={start:16, end=31, key=2915, type=PLAYER(0)}
14760={start:13, end=29, key=2913, type=PLAYER(0)}
14761={start:15, end=18, key=2911, type=PLAYER(0)}
14762={start:19, end=19, key=2911, type=PLAYER(0)}
14763={start:20, end=20, key=2911, type=PLAYER(0)}
14764={start:21, end=21, key=2911, type=PLAYER(0)}
14765={start:22, end=22, key=2911, type=PLAYER(0)}
14766={start:23, end=23, key=2911, type=PLAYER(0)}
